2000000000000,Asian,Indonesia,670 DM - 156K,Dana,0897467216178,2024-05-19 06:39:05
2000000000000,Asian,Japan,125 point - 13K,Dana,0897467216178,2024-05-19 12:03:02
2000000000000,Europe,Japan,420 point - 45K,Shopeepay,0897467216178,2024-05-19 12:03:21
2000000000000,Asian,Japan,125 point - 13K,Gopay,0897467216178,2024-05-19 13:01:00
2000000000000,Asian,Japan,125 point - 13K,Gopay,0897467216178,2024-05-19 13:01:18
2000000000000,Asian,Japan,125 point - 13K,Gopay,0897467216178,2024-05-19 13:01:20
2000000000000,America,Russia,420 point - 45K,Gopay,0897467216178,2024-05-19 13:09:26
2000000000000,Asian,Indonesia,2400 point - 223K,Gopay,0897467216178,2024-05-20 04:06:34
2000000000000,Asian,Indonesia,1375 point - 135K,Dana,0897467216178,2024-05-20 07:49:50
2000000000000,Europe,Singapure,420 point - 45K,Gopay,0897467216178,2024-05-20 14:03:56
2000000000000,Asian,Indonesia,2400 point - 223K,Gopay,0897467216178,2024-05-20 14:51:47
2000000000000,Asian,Singapure,420 point - 45K,Dana,0897467216178,2024-05-20 15:13:52
2000000000000,Asian,Singapure,420 point - 45K,Dana,0897467216178,2024-05-20 15:13:52
2000000000000,Asian,Singapure,420 point - 45K,Dana,0897467216178,2024-05-20 15:13:52
2000000000000,Asian,Singapure,420 point - 45K,Dana,0897467216178,2024-05-20 15:15:26
2000000000000,Asian,Singapure,420 point - 45K,Dana,0897467216178,2024-05-20 15:15:26
2000000000000,Asian,Singapure,420 point - 45K,Dana,0897467216178,2024-05-20 15:15:26
2000000000000,Europe,Indonesia,1375 point - 135K,Shopeepay,0897467216178,2024-05-21 05:40:53
2000000000000,Europe,Indonesia,4000 point - 360K,Dana,0897467216178,2024-05-22 04:01:18
2000000000000,Europe,Singapure,125 point - 13K,Gopay,0897467216178,2024-05-22 08:04:03
2000000000000,Asian,Indonesia,700 point - 72K,Gopay,0897467216178,2024-05-22 14:50:08
